ID PUNTO DE VENTA,PUNTO DE VENTA,ID SAP,PAÍS,ID REGIONAL,REGIONAL,DEPARTAMENTO,ID CIUDAD,CIUDAD,CEDI,ID ZONA,LATITUD,LONGITUD,ID CANAL,CANAL,ID SUBCANAL,SUBCANAL,ID TIPOLOGÍA,TIPOLOGÍA,ID CADENA,CADENA,ID SEGMENTO,SEGMENTO,ESTADO,DIRECCIÓN,ID BARRIO,BARRIO,CLIENTE ID,CLIENTE,ESTADO ASOC CLIENTE,ID LAB
2270846,CR 4484 TURBO CARULLA LA MOTA,106055651.0,COLOMBIA,39380004,ANTIOQUIA,ANTIOQUIA,5001,MEDELLIN,POSTOBON BELLO,,6.228505,-75.5962701,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,KR 76 26 A 18 PI 1,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,106055651.0
2270847,CR 4485 TURBO CARULLA LA PLAYA,106055652.0,COLOMBIA,39380004,ANTIOQUIA,ANTIOQUIA,5001,MEDELLIN,POSTOBON BELLO,,6.246384,-75.5540274,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,CL 55 34 58,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,106055652.0
2270848,CR 4487 TURBO CARULLA LAURELES,106055653.0,COLOMBIA,39380004,ANTIOQUIA,ANTIOQUIA,5001,MEDELLIN,POSTOBON BELLO,,6.2409001,-75.6027739,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,KR 80 34 B 51,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,106055653.0
2270849,CR 4489 TURBO CARULLA MANGA,104047088.0,COLOMBIA,39380002,COSTA,BOLIVAR,13001,CARTAGENA,POSTOBON CARTAGENA,,10.4156655,-75.5386568,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,CL 26 NO18B 29 LC 3,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,104047088.0
2270850,CR 4490 TURBO CARULLA PANCE,103109414.0,COLOMBIA,39380003,OCCIDENTE,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,POSTOBON YUMBO,,3.3383644,-76.5289721,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,KR 125 19 170 LC 13,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,103109414.0
2270851,CR 4491 TURBO CARULLA SABANETA,106055660.0,COLOMBIA,39380004,ANTIOQUIA,ANTIOQUIA,5631,SABANETA,POSTOBON BELLO,,6.1523895,-75.6145747,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,CL 68 SUR 44,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,106055660.0
2270852,CR 4492 TURBO CARULLA SAN FERNANDO,215150727.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.6625715,-74.0771437,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,KR 30 66 67,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215150727.0
2270853,CR 4493 TURBO CARULLA SUBA TURINGIA,215150732.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.7425542,-74.0863917,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,CL 147 94 C 20,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215150732.0
2270854,CR 4494 TURBO CARULLA TITAN,215150733.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.6887808,-74.0783633,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,KR 69 C 94 A 26,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215150733.0
2270855,CR 4495 TURBO CARULLA VILLA CAMPEST,101036694.0,COLOMBIA,39380002,COSTA,ATLÁNTICO,8573,PUERTO COLOMBIA,GASEOSAS LUX,,11.0246086,-74.8554535,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,DG 2 C 22 52 LC 102 103,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,101036694.0
2270856,CR 4496 TURBO CARULLA VILLA DE ANDA,101036695.0,COLOMBIA,39380002,COSTA,ATLÁNTICO,8001,BARRANQUILLA,POSTOBON BARRANQUILLA,,11.0156576,-74.8116787,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,KR 65 85 51,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,101036695.0
2270857,CR 4500 CARULLA TURBO CD JARDIN,103109601.0,COLOMBIA,39380003,OCCIDENTE,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,POSTOBON YUMBO,,3.3638432,-76.5320034,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,CL 18 105 05,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,103109601.0
2270858,CR 468 CARULLA CEDRITOS,215100597.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.72681512,-74.03564716,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,CL 147 12 35,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215100597.0
2270859,CR 4800 CARULLA CIUDAD DEL MAR,101001516.0,COLOMBIA,39380002,COSTA,ATLÁNTICO,8001,BARRANQUILLA,POSTOBON BARRANQUILLA,,11.01050973,-74.94317156,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,CL 3 A 26 02,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,101001516.0
2270860,CR 4801 CARULLA VIVA PALMAS,112053000.0,COLOMBIA,39380004,ANTIOQUIA,ANTIOQUIA,5001,MEDELLIN,CEDI RIONEGRO,,6.2144773,-75.5578923,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,KM 17 VIA LAS PALMAS,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,112053000.0
2270861,CR 4803 CARULLA AUTOPISTA,215200296.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.69982048,-74.05456952,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,AV KR 45 116 34,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215200296.0
2270862,CR 4804 CARULLA BELLAVISTA,108205287.0,COLOMBIA,39380002,COSTA,MAGDALENA,47001,SANTA MARTA,POSTOBON SANTA MARTA,,11.2396545,-74.2161036,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,CL 24 1C 19,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,108205287.0
2270863,CR 4805 CARULLA SAN MARCEL,114193170.0,COLOMBIA,39380003,OCCIDENTE,CALDAS,17001,MANIZALES,CEDI MANIZALES,,5.0336517,-75.4693838,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,KR 4805 KRULLA SAN MARCEL,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,114193170.0
2270864,CR 4806 CARULLA ISLA NATURA,426049373.0,COLOMBIA,39380005,CENTRO NORTE,CUNDINAMARCA,25899,ZIPAQUIRÁ,CEDI MANIZALES,,4.9233103,-74.0400061,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,VE CHUNTAME KM 1 CAJTAB,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,426049373.0
2270865,CR 4808 CARULLA TERRANOVA,8337746050.0,COLOMBIA,39380001,CENTRO SUR,CUNDINAMARCA,25214,COTA,CEDI MANIZALES,,4.86781,-74.067944,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,VEREDA FONQUETA EL VATICA VIA A,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,8337746050.0
2270866,CR 4809 CARULLA PRIMAVERA URBANA,1229053573.0,COLOMBIA,39380006,SANTANDER,META,50001,VILLAVICENCIO,GAS. CORDOBA VILLAVI,,4.1429043,-73.639993,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,AV 15 CON KR 40,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,1229053573.0
2270867,CR 4810 CARULLA BURO 51,101002720.0,COLOMBIA,39380002,COSTA,ATLÁNTICO,8001,BARRANQUILLA,GAS. CORDOBA VILLAVI,,11.0109363,-74.8260453,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,KR 51 B 93 01,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,101002720.0
2270868,CR 4811 CARULLA PEREIRA CERRITOS,107002266.0,COLOMBIA,39380003,OCCIDENTE,RISARALDA,66001,PEREIRA,POSTOBON DOSQUEBRADA,,4.8124915,-75.77350017,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,KM 5 COSTADO RTE VIA PEREIRA CERR,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,107002266.0
2270869,CR 4812 CARULLA PEREIRA PINARES,107002265.0,COLOMBIA,39380003,OCCIDENTE,RISARALDA,66001,PEREIRA,POSTOBON DOSQUEBRADA,,4.81013,-75.666051,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,KR 17 ENTRE CL S 9 Y 10 9 47,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,107002265.0
2270870,CR 4813 CARULLA BACATA,421061176.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASCOL CENTRO,,4.6051788,-74.0700857,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,CL 19 5 30,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,421061176.0
2270871,CR 4814 CARULLA SMARTMARKET,215139483.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.673515,-74.0481376,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,CL 92 11,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215139483.0
2270872,CR 4817 CAF CARULLA PLAZA CLARO,215131501.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.6512405,-74.1063513,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,KR 68A 24 B 10 LC 105,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215131501.0
2270873,CR 4817 CARULLA PLAZA CLARO,215129231.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.65205534,-74.1070912,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,KR 68 A 24 B 10,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215129231.0
2270874,CR 4826 CARULLA EXPRESS LAS VELAS,104047087.0,COLOMBIA,39380002,COSTA,BOLIVAR,13001,CARTAGENA,POSTOBON CARTAGENA,,10.3975537,-75.5628025,224426,GRANDES CUENTAS,287184,CARULLA EXPRESS,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,287183,CARULLA EXPRESS,ACTIVO,KR 1 A 1A 10,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,104047087.0
2270875,CR 4834 CARULLA EXPRESS MORROS,104047378.0,COLOMBIA,39380002,COSTA,BOLIVAR,13001,CARTAGENA,POSTOBON CARTAGENA,,10.3932277,-75.4832311,224426,GRANDES CUENTAS,94499,EXITO EXPRESS,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,104826,EXITO EXPRESS,ACTIVO,CL 1 ANILLO VIAL KM 4,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,104047378.0
2270876,CR 517 CARULLA VILLA DEL PRADO,215100583.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.75360609,-74.05473871,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,KR 52 A 170 75,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215100583.0
2270877,CR 518 CARULLA CENTRO CHIA,1000219327.0,COLOMBIA,39380005,CENTRO NORTE,BOGOTA D.C,11001,BOGOTÁ,CEDI ZIPAQUIRA,,200.0,200.0,224426,GRANDES CUENTAS,285958,CARULLA,312431,A,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,PENDIENTE,25969,PENDIENTE ,3938,ALIMENTOS SA,ACTIVO,1000219327.0
2270878,CR 519 CARULLA CHICO,215100566.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.6755539,-74.0529961,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,CL 91 15 34,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215100566.0
2270879,CR 525 CARULLA ROSALES,215100422.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.59426065,-74.07533602,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,CL 72 BIS 5 36,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215100422.0
2270880,CR 526 CARULLA SAN NICOLAS,215100567.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.69861174,-74.0752411,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,AV CL 116 70F 43,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215100567.0
2270881,CR 527 CARULLA SOLEDAD,215100896.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.63136253,-74.07447575,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,KR 22 41 33,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215100896.0
2270882,CR 534 CARULLA CALLE 86,101073988.0,COLOMBIA,39380002,COSTA,ATLÁNTICO,8001,BARRANQUILLA,POSTOBON BARRANQUILLA,,11.0157,-74.8144,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,KR 64 C 86 20,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,101073988.0
2270883,CR 535 CARULLA LA MINA,1535011103.0,COLOMBIA,39380002,COSTA,LA GUAJIRA,44279,FONSECA,POSTOBON BARRANQUILLA,,10.886123,-72.851515,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,ALBANIA GUAJIRA,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,1535011103.0
2270884,CR 536 CARULLA CALLE 72,101073989.0,COLOMBIA,39380002,COSTA,ATLÁNTICO,8001,BARRANQUILLA,POSTOBON BARRANQUILLA,,10.9992814,-74.8029781,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,KR 53 72 10,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,101073989.0
2270885,CR 537 CARULLA CALLE 63,215100414.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.64778395,-74.05989551,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,CL 63 7 09,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215100414.0
2270886,CR 538 CARULLA SANTA LUCIA,104007901.0,COLOMBIA,39380002,COSTA,BOLIVAR,13001,CARTAGENA,POSTOBON CARTAGENA,,10.39172267,-75.4802645,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,DG 31 54 175,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,104007901.0
2270887,CR 539 CARULLA VILLA SUSANA,104006800.0,COLOMBIA,39380002,COSTA,BOLIVAR,13001,CARTAGENA,POSTOBON CARTAGENA,,10.4128315,-75.54052317,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,KR 20 24A 43,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,104006800.0
2270888,CR 540 CARULLA PORTADA AL MAR,103118679.0,COLOMBIA,39380003,OCCIDENTE,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,POSTOBON YUMBO,,3.453452,-76.550215,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,CL 7OESTE 3 03,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,103118679.0
2270889,CR 541 CARULLA BOCAGRANDE CARTAGENA,104007904.0,COLOMBIA,39380002,COSTA,BOLIVAR,13001,CARTAGENA,POSTOBON CARTAGENA,,10.41285283,-75.5505565,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,AV SAN MARTIN KR 2 14 91,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,104007904.0
2270890,CR 542 CARULLA LLANOGRANDE,112014600.0,COLOMBIA,39380004,ANTIOQUIA,ANTIOQUIA,5615,RIONEGRO,CEDI RIONEGRO,,6.12493,-75.421664,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,KM 8 LLANOGRANDE VDA 3 PUERTAS,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,112014600.0
2270891,CR 546 CARULLA ALHAMBRA,215100572.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.69842398,-74.05597765,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,CL 114A 45 78,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215100572.0
2270892,CR 547 CARULLA CALLE 100,215100565.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,LUX CEDI LA 80,,4.6845187,-74.0505654,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,CL 98 17A 31,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215100565.0
2270893,CR 548 CARULLA CALLE 140,215100574.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.71946283,-74.03517825,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,KR 11 140 29,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215100574.0
2270894,CR 549 CARULLA CALLE 147,215100587.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.72303558,-74.02663624,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,CL 147 7 92,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215100587.0
2270895,CR 550 CARULLA CEDRO BOLIVAR,215100619.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.73292625,-74.04297188,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,KR 17 151 44,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215100619.0
2270896,CR 552 CARULLA VISITACION,106202761.0,COLOMBIA,39380004,ANTIOQUIA,ANTIOQUIA,5001,MEDELLIN,POSTOBON BELLO,,6.198808,-75.565753,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,KR 32A 25SUR 55,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,106202761.0
2270897,CR 561 CARULLA COLINA,215100575.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.7264277,-74.06021387,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,CL 138 55 27,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215100575.0
2270898,CR 562 CARULLA COUNTRY,215100564.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.66975157,-74.05594754,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,CL 85 15 29,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215100564.0
2270899,CR 563 CARULLA GALERIAS,215100446.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.64217889,-74.07571998,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,CL 53 26 60,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215100446.0
2270900,CR 564 CARULLA NIZA,215100573.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.7067027,-74.06184628,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,CL 125 53 86,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215100573.0
2270901,CR 565 CARULLA PABLO VI,215100416.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.64811635,-74.08560398,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,KR 50C 53 50,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215100416.0
2270902,CR 566 CARULLA PASEO REAL,215100577.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.69792025,-74.0308325,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,CL 121 6 46,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215100577.0
2270903,CR 567 CARULLA PEPE SIERRA,1000337549.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.696238,-74.0434,224426,GRANDES CUENTAS,285958,CARULLA,312431,A,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,PENDIENTE,25969,PENDIENTE ,3938,ALIMENTOS SA,ACTIVO,1000337549.0
2270904,CR 568 CARULLA QUINTA CAMACHO,215100405.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.65456169,-74.0600089,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,CL 70 10A 37,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215100405.0
2270905,CR 569 CARULLA RINCON DE LA COLINA,215100576.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.74117978,-74.063885,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,KR 59 152B 75,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215100576.0
2270906,CR 581 CARULLA SANTA BARBARA,215100585.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.70536017,-74.05065314,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,CL 125 BIS 29 23,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215100585.0
2270907,CR 582 CARULLA CALLE 47,215100400.0,COLOMBIA,39380001,CENTRO SUR,BOGOTA D.C,11001,BOGOTÁ,GASEOSAS LUX,,4.63411515,-74.06532757,224426,GRANDES CUENTAS,285958,CARULLA,308956,NO APLICA   ,1959,ALMACENES EXITO S.A.,301982,CARULLA,ACTIVO,CL 47 9 10,81,SIN BARRIO,3938,ALIMENTOS SA,ACTIVO,215100400.0
