ID REGISTRO,ID PUNTO DE VENTA,NOMBRE PV,ID ASESOR,NOMBRE ASESOR,FECHA VISITA,ENCUESTA ID,NOMBRE ENCUESTA,SECCION,ORDEN SECCION,PRODUCTO,FRECUENCIA_CONSUMO,PRECIO_ADECUADO,LE_GUSTO_PRODUCTO,FECHA_VENCIMIENTO,CANTIDAD_VENDIDA,CANT_PROXIMA_VENCER
53308750,2271254,EURO CIUDAD DEL PARQUE,179160,MERCADERISTA ANTIOQUIA 1,2024-01-02,25111,FECHAS CORTAS,DULCE DE GUAYABA,7,DULCE DE GUAYABA 25 UND,,,,2024-01-29,0,10
53311224,2271251,EURO BARBOSA,179160,MERCADERISTA ANTIOQUIA 1,2024-01-02,25111,FECHAS CORTAS,SALSAS,9,MAYONESA 400 GR,,,,2023-12-22,0,2
53312921,2273618,MULTIMERCA.,179160,MERCADERISTA ANTIOQUIA 1,2024-01-02,25111,FECHAS CORTAS,SALSAS,9,SALSA ROSADA 200 GR,,,,2024-01-28,0,10
53316989,2273908,MERCADO NUEVO SOL,179160,MERCADERISTA ANTIOQUIA 1,2024-01-02,25111,FECHAS CORTAS,DULCE DE GUAYABA,7,DULCE DE GUAYABA 25 UND,,,,2024-03-18,0,3
53325281,2272468,SUPERMERCADO MI TIA Y YO,179178,IMPULSO SANTANDER 2,2024-01-03,25111,FECHAS CORTAS,CAFÉ,4,CAFÉ GRANULADO 50 GR 10 UND CAJA,,,,2024-02-18,0,18
53325281,2272468,SUPERMERCADO MI TIA Y YO,179178,IMPULSO SANTANDER 2,2024-01-03,25111,FECHAS CORTAS,COMPOTAS,5,COMPOTA PERA 90 GR,,,,2024-02-18,0,18
53326994,2271258,EURO ITAGUI.,179160,MERCADERISTA ANTIOQUIA 1,2024-01-03,25111,FECHAS CORTAS,SALSAS,9,MERMELADA DE PIÑA 200 GR,,,,2024-01-03,0,1
53328179,2273910,MERCADO SAN PEDRO REAL,179160,MERCADERISTA ANTIOQUIA 1,2024-01-03,25111,FECHAS CORTAS,COMPOTAS,5,COMPOTA MANZANA 90 GR,,,,2024-02-02,0,15
53348297,2271486,SUPERMERCADO LOS MONTES #3,179178,IMPULSO SANTANDER 2,2024-01-04,25111,FECHAS CORTAS,DULCE DE GUAYABA,7,DULCE DE GUAYABA BARRA 300 GR,,,,2024-01-22,0,6
53350935,2275760,SUPERMERCADO BE TEL PLUSS,179178,IMPULSO SANTANDER 2,2024-01-04,25111,FECHAS CORTAS,CAFÉ,4,CAFÉ SELECTO MOLIDO 454 GR,,,,2024-01-16,0,14
53351494,2271268,EURO PALMA GRANDE.,179160,MERCADERISTA ANTIOQUIA 1,2024-01-04,25111,FECHAS CORTAS,SALSAS,9,MAYONESA 400 GR,,,,2024-01-26,0,14
53354860,2271117,AUTOSERVICIO LA 2000 SUCURSAL NIQUI.,179160,MERCADERISTA ANTIOQUIA 1,2024-01-04,25111,FECHAS CORTAS,CAFÉ,4,CAFÉ SELECTO MOLIDO 454 GR,,,,2024-01-14,0,22
53378343,2271254,EURO CIUDAD DEL PARQUE,179160,MERCADERISTA ANTIOQUIA 1,2024-01-05,25111,FECHAS CORTAS,SALSAS,9,MERMELADA DE PIÑA 200 GR,,,,2024-01-29,0,1
53380463,2273722,FRUVER LA GRANJA SABANETA.,179160,MERCADERISTA ANTIOQUIA 1,2024-01-05,25111,FECHAS CORTAS,SALSAS,9,MAYONESA 160 GR,,,,2024-01-21,0,12
53381281,2275768,SUPERMERCADO BETE EL CONTENTO,179178,IMPULSO SANTANDER 2,2024-01-05,25111,FECHAS CORTAS,ADEREZOS,1,VINAGRETA 200 GR,,,,2024-01-28,0,1
53381281,2275768,SUPERMERCADO BETE EL CONTENTO,179178,IMPULSO SANTANDER 2,2024-01-05,25111,FECHAS CORTAS,SALSAS,9,SALSA ROSADA 200 GR,,,,2024-01-27,0,10
53381949,2275289,SUPERMERCADO SURTICENTRO,179161,MERCADERISTA CENTRO NORTE 1,2024-01-05,25111,FECHAS CORTAS,COMPOTAS,5,COMPOTA MANZANA 90 GR,,,,2022-12-13,0,14
53393852,2275890,SUPERMERCADO J.R.,179166,IMPULSO CENTRO NORTE 2,2024-01-06,25111,FECHAS CORTAS,ADEREZOS,1,VINAGRETA 200 GR,,,,2024-01-06,0,0
53394495,2269912,AUTOSERVICIOS EL FARAON,179160,MERCADERISTA ANTIOQUIA 1,2024-01-06,25111,FECHAS CORTAS,CAFÉ,4,CAFÉ GRANULADO 50 GR 10 UND CAJA,,,,2024-01-13,0,70
53396433,2275485,SUPERMERCADO EL BARATON,179160,MERCADERISTA ANTIOQUIA 1,2024-01-06,25111,FECHAS CORTAS,SALSAS,9,SALSA ROSADA 200 GR,,,,2024-01-26,0,2
53419643,2275279,SUPERMERCADO LOS MONTES 6,179177,IMPULSO SANTANDER 1,2024-01-09,25111,FECHAS CORTAS,ADEREZOS,1,VINAGRETA 200 GR,,,,2024-04-09,0,0
53421320,2275026,SUPERMERCADO PUNTO Y FAMA,179178,IMPULSO SANTANDER 2,2024-01-09,25111,FECHAS CORTAS,ATÚN,2,LOMITO DE ATÚN EN ACEITE 160 GR,,,,2024-02-09,0,1
53421320,2275026,SUPERMERCADO PUNTO Y FAMA,179178,IMPULSO SANTANDER 2,2024-01-09,25111,FECHAS CORTAS,DULCE DE GUAYABA,7,DULCE DE GUAYABA BARRA 300 GR,,,,2024-01-22,0,6
53425183,2270432,EL LIDER ESTRADA,179170,IMPULSO CENTRO SUR 3,2024-01-09,25111,FECHAS CORTAS,SALSAS,9,MAYONESA 400 GR,,,,2024-02-24,0,37
53427613,2273621,NEGOCIOS MULTIDIMENCIONALES S.AS,179173,IMPULSO COSTA 2,2024-01-09,25111,FECHAS CORTAS,SNACKS,10,MANÍ LIMÓN 35 GR 8 UND CAJA,,,,2024-01-09,0,0
53436980,2272468,SUPERMERCADO MI TIA Y YO,179178,IMPULSO SANTANDER 2,2024-01-10,25111,FECHAS CORTAS,CAFÉ,4,CAFÉ SELECTO MOLIDO 220 GR,,,,2024-02-10,0,1
53437812,2273403,LAS VEGAS,179160,MERCADERISTA ANTIOQUIA 1,2024-01-10,25111,FECHAS CORTAS,SALSAS,9,MAYONESA 400 GR,,,,2024-02-26,0,1
53447340,2272936,LA CORUÑA S.A.S,179160,MERCADERISTA ANTIOQUIA 1,2024-01-10,25111,FECHAS CORTAS,SALSAS,9,SALSA DE TOMATE 170 GR,,,,2024-01-22,0,1
53447340,2272936,LA CORUÑA S.A.S,179160,MERCADERISTA ANTIOQUIA 1,2024-01-10,25111,FECHAS CORTAS,SNACKS,10,MANÍ LIMÓN 35 GR 8 UND CAJA,,,,2024-01-20,0,1
53447547,2275482,SUPERMERCADO EBENEZER,179161,MERCADERISTA CENTRO NORTE 1,2024-01-10,25111,FECHAS CORTAS,SALSAS,9,SALSA DE TOMATE 170 GR,,,,2023-11-09,0,1
53450413,2269887,AUTOSERVICIO OCCIDENTAL #2,179163,MERCADERISTA CENTRO SUR 1,2024-01-10,25111,FECHAS CORTAS,SALSAS,9,SALSA BBQ 400 GR,,,,2024-02-15,0,4
53460343,2273393,LA MONTAÑA AGROMERCADOS PASOANCHO,179155,IMPULSO OCCIDENTE 1,2024-01-11,25111,FECHAS CORTAS,COMPOTAS,5,COMPOTA PERA 90 GR,,,,2024-02-17,0,5
53472115,2273710,MERCA TIENDAS EL PROVEEDOR S.A.S,179169,IMPULSO CENTRO SUR 2,2024-01-11,25111,FECHAS CORTAS,SNACKS,10,MANÍ LIMÓN 35 GR 8 UND CAJA,,,,2024-01-21,0,9
53472492,2273621,NEGOCIOS MULTIDIMENCIONALES S.AS,179173,IMPULSO COSTA 2,2024-01-11,25111,FECHAS CORTAS,ADEREZOS,1,VINAGRETA 200 GR,,,,2024-01-11,0,0
53479167,2275760,SUPERMERCADO BE TEL PLUSS,179178,IMPULSO SANTANDER 2,2024-01-11,25111,FECHAS CORTAS,CAFÉ,4,CAFÉ SELECTO MOLIDO 454 GR,,,,2024-01-14,0,8
53479520,2271048,SUPERMERCADO LA LOCURA,179169,IMPULSO CENTRO SUR 2,2024-01-11,25111,FECHAS CORTAS,SALSAS,9,SALSA ROSADA 200 GR,,,,2024-02-04,0,30
53479862,2271048,SUPERMERCADO LA LOCURA,179168,IMPULSO CENTRO SUR 1,2024-01-11,25111,FECHAS CORTAS,SALSAS,9,SALSA ROSADA 200 GR,,,,2024-02-22,0,1
53487626,2270642,COMERCIALIZADORA MONTES DE COLOMBIA,179178,IMPULSO SANTANDER 2,2024-01-12,25111,FECHAS CORTAS,COMPOTAS,5,COMPOTA PERA 90 GR,,,,2024-03-12,0,10
53490059,2273761,MERCADOS MAXIMERCAR,179169,IMPULSO CENTRO SUR 2,2024-01-12,25111,FECHAS CORTAS,SALSAS,9,MAYONESA 160 GR,,,,2024-01-24,0,96
53506221,2273903,MERCADOS CASH SAS,179169,IMPULSO CENTRO SUR 2,2024-01-12,25111,FECHAS CORTAS,SNACKS,10,MANI CROCANTE 20 GR 12 UND CAJA,,,,2024-01-21,0,1
53506302,2273710,MERCA TIENDAS EL PROVEEDOR S.A.S,179169,IMPULSO CENTRO SUR 2,2024-01-12,25111,FECHAS CORTAS,SNACKS,10,MANÍ LIMÓN 35 GR 8 UND CAJA,,,,2024-01-21,0,9
53508552,2271119,AUTOSERVICIO LA 55,179160,MERCADERISTA ANTIOQUIA 1,2024-01-13,25111,FECHAS CORTAS,SALSAS,9,SALSA BBQ 400 GR,,,,2024-02-26,0,1
53511407,2275044,SU PAPA SUPERMERCADOS REFUGIO,179182,IMPULSO OCCIDENTE 4,2024-01-13,25111,FECHAS CORTAS,SNACKS,10,MANI CROCANTE 20 GR 12 UND CAJA,,,,2024-02-20,0,3
53517912,2273711,MERCA TODO.,179163,MERCADERISTA CENTRO SUR 1,2024-01-13,25111,FECHAS CORTAS,SALSAS,9,MAYONESA 160 GR,,,,2024-01-21,0,74
53518778,2271134,AUTOSERVICIO MAS AHORRO LA PALMA,179160,MERCADERISTA ANTIOQUIA 1,2024-01-13,25111,FECHAS CORTAS,COMPOTAS,5,COMPOTA MANZANA 90 GR,,,,2024-02-02,0,17
53521335,2273745,MERCADOS JUAN,179160,MERCADERISTA ANTIOQUIA 1,2024-01-13,25111,FECHAS CORTAS,COMPOTAS,5,COMPOTA PERA 90 GR,,,,2024-02-02,0,14
53525805,2271748,LA GANANCIA,179160,MERCADERISTA ANTIOQUIA 1,2024-01-13,25111,FECHAS CORTAS,COMPOTAS,5,COMPOTA MANZANA 90 GR,,,,2024-01-25,0,1
53531748,2273772,MERCADOS SANTA LIBRADA,179168,IMPULSO CENTRO SUR 1,2024-01-15,25111,FECHAS CORTAS,CAFÉ,4,CAFÉ GRANULADO 50 GR 10 UND CAJA,,,,2024-02-08,0,1
53532553,2273263,HIPERMECADO OLIMPICO,179162,MERCADERISTA CENTRO NORTE 2,2024-01-15,25111,FECHAS CORTAS,SALSAS,9,SALSA ROSADA 200 GR,,,,2024-02-12,0,24
53540402,2273710,MERCA TIENDAS EL PROVEEDOR S.A.S,179169,IMPULSO CENTRO SUR 2,2024-01-15,25111,FECHAS CORTAS,SALSAS,9,SALSA ROSADA 200 GR,,,,2024-02-21,0,8
53540404,2273710,MERCA TIENDAS EL PROVEEDOR S.A.S,179169,IMPULSO CENTRO SUR 2,2024-01-15,25111,FECHAS CORTAS,SALSAS,9,MAYONESA 400 GR,,,,2024-02-24,0,90
53543418,2273189,F1 SIGLO XXI DEMI BARRIO SAN ANTONI,179166,IMPULSO CENTRO NORTE 2,2024-01-15,25111,FECHAS CORTAS,CONDIMENTOS,6,BICARBONATO 50 GR,,,,2023-09-09,0,3
53543663,2273002,MONTES PINAL DEL RIO,179177,IMPULSO SANTANDER 1,2024-01-15,25111,FECHAS CORTAS,SALSAS,9,MAYONESA 400 GR,,,,2024-02-06,0,12
53543766,2275073,SUPERMERCADO SANTAND.,179169,IMPULSO CENTRO SUR 2,2024-01-15,25111,FECHAS CORTAS,CAFÉ,4,CAFÉ SELECTO MOLIDO 454 GR,,,,2024-02-04,0,4
53544397,2275886,SUPERTIENDAS AHORRAMAS,179169,IMPULSO CENTRO SUR 2,2024-01-15,25111,FECHAS CORTAS,SALSAS,9,SALSA BBQ 180 GR,,,,2024-02-24,0,2
53561392,2273821,MERCATODO MALVA,179169,IMPULSO CENTRO SUR 2,2024-01-16,25111,FECHAS CORTAS,SNACKS,10,MANI CROCANTE 20 GR 12 UND CAJA,,,,2024-02-21,0,1
53564059,2272464,SUPERMERCADO MERKABASTO,179160,MERCADERISTA ANTIOQUIA 1,2024-01-16,25111,FECHAS CORTAS,SALSAS,9,SALSA BBQ 180 GR,,,,2024-01-23,0,6
53577379,2273395,LA ONCE FAMILIAR,179178,IMPULSO SANTANDER 2,2024-01-17,25111,FECHAS CORTAS,SNACKS,10,MANÍ SAL 35 GR 8 UND CAJA,,,,2024-02-17,0,17
53582038,2273768,MERCADOS PAGUE MENOS #1,179160,MERCADERISTA ANTIOQUIA 1,2024-01-17,25111,FECHAS CORTAS,SNACKS,10,MANÍ SAL 35 GR 8 UND CAJA,,,,2024-01-06,0,3
53584326,2273424,MALOKA AUTOTOSERVICIO,179160,MERCADERISTA ANTIOQUIA 1,2024-01-17,25111,FECHAS CORTAS,SALSAS,9,SALSA BBQ 180 GR,,,,2024-01-28,0,8
53584892,2273711,MERCA TODO.,179163,MERCADERISTA CENTRO SUR 1,2024-01-17,25111,FECHAS CORTAS,SALSAS,9,MAYONESA 160 GR,,,,2024-01-21,0,65
53592172,2273714,MERCACENTRO 2000,179169,IMPULSO CENTRO SUR 2,2024-01-17,25111,FECHAS CORTAS,COMPOTAS,5,COMPOTA PERA 90 GR,,,,2024-02-19,0,4
53601674,2270538,F1 MERCADOS MODERNOS FATIMA,179168,IMPULSO CENTRO SUR 1,2024-01-18,25111,FECHAS CORTAS,SALSAS,9,SALSA ROSADA 200 GR,,,,2024-01-22,0,1
53608490,2275097,SUPERTIENDAS CAÑAVERAL LOS PINOS,179184,MERCADERISTA OCCIDENTE 1,2024-01-18,25111,FECHAS CORTAS,DULCE DE GUAYABA,7,DULCE DE GUAYABA 25 UND,,,,2024-03-05,0,3
53614025,2273693,MERCA ALEX,179160,MERCADERISTA ANTIOQUIA 1,2024-01-18,25111,FECHAS CORTAS,SALSAS,9,MAYONESA 160 GR,,,,2024-01-27,0,1
53614179,2273755,MERCADOS LA TORRE.,179160,MERCADERISTA ANTIOQUIA 1,2024-01-18,25111,FECHAS CORTAS,SNACKS,10,MANÍ LIMÓN 35 GR 8 UND CAJA,,,,2024-02-23,0,6
53614752,2274933,VAQUITA LA AMERICA.,179160,MERCADERISTA ANTIOQUIA 1,2024-01-18,25111,FECHAS CORTAS,SALSAS,9,SALSA DE TOMATE 400 GR,,,,2024-01-30,0,2
53622443,2275545,SURTIFAMILIAR ALCAZARES,179184,MERCADERISTA OCCIDENTE 1,2024-01-19,25111,FECHAS CORTAS,SNACKS,10,MANI CROCANTE 20 GR 12 UND CAJA,,,,2024-03-05,0,4
53625047,2270642,COMERCIALIZADORA MONTES DE COLOMBIA,179178,IMPULSO SANTANDER 2,2024-01-19,25111,FECHAS CORTAS,DULCE DE GUAYABA,7,DULCE DE GUAYABA BARRA 300 GR,,,,2024-02-02,0,6
53625047,2270642,COMERCIALIZADORA MONTES DE COLOMBIA,179178,IMPULSO SANTANDER 2,2024-01-19,25111,FECHAS CORTAS,SALSAS,9,SALSA ROSADA 200 GR,,,,2024-02-24,0,12
53630037,2271117,AUTOSERVICIO LA 2000 SUCURSAL NIQUI.,179160,MERCADERISTA ANTIOQUIA 1,2024-01-19,25111,FECHAS CORTAS,SALSAS,9,SALSA BBQ 400 GR,,,,2024-02-08,0,1
53645693,2270504,F1 EL MERCADEO SUNA ALMENDROS,179183,MERCADERISTA CENTRO NORTE 3,2024-01-20,25111,FECHAS CORTAS,ADEREZOS,1,VINAGRETA 200 GR,,,,2024-04-25,0,3
53645693,2270504,F1 EL MERCADEO SUNA ALMENDROS,179183,MERCADERISTA CENTRO NORTE 3,2024-01-20,25111,FECHAS CORTAS,SALSAS,9,SALSA ROSADA 200 GR,,,,2024-02-21,0,3
53647580,2273392,LA MONTAÑA AGROMERCADOS LA 14 SEXTA,179184,MERCADERISTA OCCIDENTE 1,2024-01-20,25111,FECHAS CORTAS,ADEREZOS,1,VINAGRETA 200 GR,,,,2024-03-05,0,2
53647580,2273392,LA MONTAÑA AGROMERCADOS LA 14 SEXTA,179184,MERCADERISTA OCCIDENTE 1,2024-01-20,25111,FECHAS CORTAS,SALSAS,9,SALSA ROSADA 200 GR,,,,2024-03-05,0,1
53652525,2275061,SUPERMERCADO LOS ANG.,179160,MERCADERISTA ANTIOQUIA 1,2024-01-20,25111,FECHAS CORTAS,ATÚN,2,LOMITO DE ATÚN EN ACEITE 160 GR,,,,2024-01-20,0,1
53653881,2273711,MERCA TODO.,179163,MERCADERISTA CENTRO SUR 1,2024-01-20,25111,FECHAS CORTAS,SALSAS,9,MAYONESA 160 GR,,,,2024-01-21,0,67
53655781,2274933,VAQUITA LA AMERICA.,179160,MERCADERISTA ANTIOQUIA 1,2024-01-20,25111,FECHAS CORTAS,SALSAS,9,MAYONESA 400 GR,,,,2024-02-28,0,1
53657797,2275026,SUPERMERCADO PUNTO Y FAMA,179178,IMPULSO SANTANDER 2,2024-01-20,25111,FECHAS CORTAS,DULCE DE GUAYABA,7,DULCE DE GUAYABA BARRA 300 GR,,,,2024-02-28,0,10
53665819,2271486,SUPERMERCADO LOS MONTES #3,179178,IMPULSO SANTANDER 2,2024-01-22,25111,FECHAS CORTAS,COMPOTAS,5,COMPOTA MANZANA 90 GR,,,,2024-02-22,0,6
53668138,2273715,MERCACENTRO 2000 NO 4,179163,MERCADERISTA CENTRO SUR 1,2024-01-22,25111,FECHAS CORTAS,SNACKS,10,MIX DE ARANDANOS 160 GR 12 UND CAJA,,,,2024-01-25,0,8
53671079,2270129,ARROYAVE AUTOSERVICIO.,179183,MERCADERISTA CENTRO NORTE 3,2024-01-22,25111,FECHAS CORTAS,ADEREZOS,1,VINAGRETA 200 GR,,,,2024-02-10,0,5
53692925,2275090,SUPER ABASTOS EL EXITO,179173,IMPULSO COSTA 2,2024-01-23,25111,FECHAS CORTAS,SNACKS,10,MANÍ LIMÓN 35 GR 8 UND CAJA,,,,2024-01-23,0,0
53693099,2273180,F1 NUEVO PROGRESAR LA GAITANA,179183,MERCADERISTA CENTRO NORTE 3,2024-01-23,25111,FECHAS CORTAS,DULCE DE GUAYABA,7,DULCE DE GUAYABA BARRA 300 GR,,,,2024-02-02,0,4
53694233,2275153,VIVE SUPER,179170,IMPULSO CENTRO SUR 3,2024-01-23,25111,FECHAS CORTAS,CAFÉ,4,CAFÉ MOLIDO 300 GR,,,,2024-02-15,0,3
53700347,2270368,SUPERMERCADOS MAS POR MENOS S A S,179179,IMPULSO SANTANDER 3,2024-01-23,25111,FECHAS CORTAS,COMPOTAS,5,COMPOTA PERA 90 GR,,,,2024-02-17,0,4
53704550,2270432,EL LIDER ESTRADA,179170,IMPULSO CENTRO SUR 3,2024-01-23,25111,FECHAS CORTAS,SALSAS,9,MAYONESA 400 GR,,,,2024-02-24,0,35
53709162,2270504,F1 EL MERCADEO SUNA ALMENDROS,179183,MERCADERISTA CENTRO NORTE 3,2024-01-24,25111,FECHAS CORTAS,SALSAS,9,SALSA ROSADA 200 GR,,,,2024-02-21,0,3
53710460,2270221,EMPRESAS PUBLICAS DE MEDELLIN E S P,179160,MERCADERISTA ANTIOQUIA 1,2024-01-24,25111,FECHAS CORTAS,SALSAS,9,SALSA DE TOMATE 400 GR,,,,2024-02-05,0,1
53712366,2270760,COORATIENDAS SURTI MERK 2 UNO A,179183,MERCADERISTA CENTRO NORTE 3,2024-01-24,25111,FECHAS CORTAS,DULCE DE GUAYABA,7,DULCE DE GUAYABA BARRA 300 GR,,,,2024-02-02,0,3
53713714,2275865,SUPERMERCADO MULTIHO.,179169,IMPULSO CENTRO SUR 2,2024-01-24,25111,FECHAS CORTAS,SALSAS,9,MAYONESA 400 GR,,,,2024-02-05,0,1
53731919,2271486,SUPERMERCADO LOS MONTES #3,179178,IMPULSO SANTANDER 2,2024-01-25,25111,FECHAS CORTAS,COMPOTAS,5,COMPOTA PERA 90 GR,,,,2024-02-25,0,1
53740663,2275073,SUPERMERCADO SANTAND.,179169,IMPULSO CENTRO SUR 2,2024-01-25,25111,FECHAS CORTAS,CAFÉ,4,CAFÉ SELECTO MOLIDO 220 GR,,,,2024-02-04,0,5
53751215,2271064,ABARROTES SANTA ELENA.,179160,MERCADERISTA ANTIOQUIA 1,2024-01-26,25111,FECHAS CORTAS,SALSAS,9,SALSA DE TOMATE 400 GR,,,,2024-02-28,0,1
53752929,2275249,SUPERMERCADO BOOM CONQUISTADORES,179160,MERCADERISTA ANTIOQUIA 1,2024-01-26,25111,FECHAS CORTAS,ADEREZOS,1,VINAGRETA 200 GR,,,,2024-02-25,0,1
53753608,2271298,FRUVER LA GRANJA ARANJUEZ,179160,MERCADERISTA ANTIOQUIA 1,2024-01-26,25111,FECHAS CORTAS,AVENA,3,AVENA EN HOJUELAS 500 GR,,,,2024-01-24,0,1
53754504,2273387,LA MONTAÑA AGROMERCADOS ALAMEDA,179155,IMPULSO OCCIDENTE 1,2024-01-26,25111,FECHAS CORTAS,SALSAS,9,SALSA DE TOMATE 400 GR,,,,2024-02-02,0,6
53759984,2271260,EURO LAURELES,179160,MERCADERISTA ANTIOQUIA 1,2024-01-26,25111,FECHAS CORTAS,SALSAS,9,MAYONESA 400 GR,,,,2024-02-17,0,1
53760088,2270642,COMERCIALIZADORA MONTES DE COLOMBIA,179178,IMPULSO SANTANDER 2,2024-01-26,25111,FECHAS CORTAS,SNACKS,10,MANÍ SAL 180 GR 12 UND CAJA,,,,2024-02-26,0,1
53762187,2275609,SURTIHOGAR L Y A.,179169,IMPULSO CENTRO SUR 2,2024-01-26,25111,FECHAS CORTAS,SNACKS,10,MANI CROCANTE 20 GR 12 UND CAJA,,,,2024-02-11,0,8
53779973,2273433,MAX AHORRO,179160,MERCADERISTA ANTIOQUIA 1,2024-01-27,25111,FECHAS CORTAS,SALSAS,9,SALSA BBQ 180 GR,,,,2024-02-27,0,2
53780884,2273717,MERCACENTROS 2000 #4,179169,IMPULSO CENTRO SUR 2,2024-01-27,25111,FECHAS CORTAS,SALSAS,9,SALSA ROSADA 200 GR,,,,2024-02-04,0,8
53781261,2275026,SUPERMERCADO PUNTO Y FAMA,179178,IMPULSO SANTANDER 2,2024-01-27,25111,FECHAS CORTAS,DULCE DE GUAYABA,7,DULCE DE GUAYABA BARRA 300 GR,,,,2024-02-27,0,20
53781661,2270008,DORIAN,179160,MERCADERISTA ANTIOQUIA 1,2024-01-27,25111,FECHAS CORTAS,SALSAS,9,MAYONESA 400 GR,,,,2024-02-02,0,1
53788435,2271255,EURO FLORIDA,179160,MERCADERISTA ANTIOQUIA 1,2024-01-27,25111,FECHAS CORTAS,ATÚN,2,LOMITO DE ATÚN EN ACEITE 160 GR,,,,2024-01-27,0,0
53792116,2273433,MAX AHORRO,179160,MERCADERISTA ANTIOQUIA 1,2024-01-29,25111,FECHAS CORTAS,SALSAS,9,SALSA ROSADA 200 GR,,,,2024-02-28,0,1
53793558,2271130,AUTOSERVICIO LA TORRE,179179,IMPULSO SANTANDER 3,2024-01-29,25111,FECHAS CORTAS,COMPOTAS,5,COMPOTA PERA 90 GR,,,,2024-02-25,0,40
53796321,2270129,ARROYAVE AUTOSERVICIO.,179183,MERCADERISTA CENTRO NORTE 3,2024-01-29,25111,FECHAS CORTAS,ADEREZOS,1,VINAGRETA 200 GR,,,,2024-02-10,0,6
53798058,2272863,FRUVER MERKARAPIDO.,179160,MERCADERISTA ANTIOQUIA 1,2024-01-29,25111,FECHAS CORTAS,SALSAS,9,SALSA BBQ 180 GR,,,,2024-02-22,0,1
53802893,2270524,F1 LIDER SAN FRANSISCO,179168,IMPULSO CENTRO SUR 1,2024-01-29,25111,FECHAS CORTAS,CAFÉ,4,CAFÉ SELECTO MOLIDO 454 GR,,,,2024-02-08,0,60
53807559,2273773,MERCADOS SANTA MARIA LA PAZ,179160,MERCADERISTA ANTIOQUIA 1,2024-01-29,25111,FECHAS CORTAS,SALSAS,9,SALSA BBQ 180 GR,,,,2024-02-16,0,1
53813516,2273306,INVERSIONES SUPER VAQUITA LA 33 SUR,179160,MERCADERISTA ANTIOQUIA 1,2024-01-30,25111,FECHAS CORTAS,ADEREZOS,1,VINAGRETA 200 GR,,,,2024-01-30,0,1
53822844,2273773,MERCADOS SANTA MARIA LA PAZ,179160,MERCADERISTA ANTIOQUIA 1,2024-01-30,25111,FECHAS CORTAS,SALSAS,9,SALSA BBQ 400 GR,,,,2024-02-29,0,2
53826940,2271211,DISTRI PANA,179160,MERCADERISTA ANTIOQUIA 1,2024-01-30,25111,FECHAS CORTAS,SALSAS,9,SALSA BBQ 400 GR,,,,2024-02-29,0,1
53830226,2272976,LA MONTAÑA AGROMERCADOS LA 14 ESTA,179184,MERCADERISTA OCCIDENTE 1,2024-01-31,25111,FECHAS CORTAS,ADEREZOS,1,VINAGRETA 200 GR,,,,2024-03-05,0,5
53830226,2272976,LA MONTAÑA AGROMERCADOS LA 14 ESTA,179184,MERCADERISTA OCCIDENTE 1,2024-01-31,25111,FECHAS CORTAS,SALSAS,9,MERMELADA DE PIÑA 200 GR,,,,2024-05-14,0,44
53830846,2275029,SUPERMERCADO S&S ALEJANDRO SAN MART,179178,IMPULSO SANTANDER 2,2024-01-31,25111,FECHAS CORTAS,COMPOTAS,5,COMPOTA MANZANA 90 GR,,,,2024-02-29,0,6
53832325,2272948,MERCADOS SAN JUAN,179160,MERCADERISTA ANTIOQUIA 1,2024-01-31,25111,FECHAS CORTAS,DULCE DE GUAYABA,7,DULCE DE GUAYABA 25 UND,,,,2024-01-31,0,0
53834769,2273395,LA ONCE FAMILIAR,179178,IMPULSO SANTANDER 2,2024-01-31,25111,FECHAS CORTAS,SALSAS,9,SALSA DE TOMATE 170 GR,,,,2024-03-24,0,170
53837960,2270760,COORATIENDAS SURTI MERK 2 UNO A,179183,MERCADERISTA CENTRO NORTE 3,2024-01-31,25111,FECHAS CORTAS,DULCE DE GUAYABA,7,DULCE DE GUAYABA BARRA 300 GR,,,,2024-02-02,0,1
53843786,2275248,SUPERMERCADO BETEL SAN RAFAEL,179178,IMPULSO SANTANDER 2,2024-01-31,25111,FECHAS CORTAS,COMPOTAS,5,COMPOTA MANZANA 90 GR,,,,2024-02-28,0,15
53847260,2273469,PREMIUM BATAN,179183,MERCADERISTA CENTRO NORTE 3,2024-02-01,25111,FECHAS CORTAS,SALSAS,9,SALSA DE TOMATE 170 GR,,,,2024-04-16,0,5
53849607,2275760,SUPERMERCADO BE TEL PLUSS,179178,IMPULSO SANTANDER 2,2024-02-01,25111,FECHAS CORTAS,DULCE DE GUAYABA,7,DULCE DE GUAYABA BARRA 300 GR,,,,2024-02-06,0,1
53855089,2272631,SUPERMERCADO BELALCAZAR BOLIVAR,179159,IMPULSO OCCIDENTE 2,2024-02-01,25111,FECHAS CORTAS,CAFÉ,4,CAFÉ MOLIDO 300 GR,,,,2024-03-01,0,68
53859791,2271486,SUPERMERCADO LOS MONTES #3,179178,IMPULSO SANTANDER 2,2024-02-01,25111,FECHAS CORTAS,ADEREZOS,1,VINAGRETA 200 GR,,,,2024-03-01,0,1
53860123,2273930,MONTES COLSAG,179178,IMPULSO SANTANDER 2,2024-02-01,25111,FECHAS CORTAS,ADEREZOS,1,VINAGRETA 200 GR,,,,2024-02-01,0,1
